,Iteration,LWT,Hamming_distance
0,251,164.0,0.10407969639468682
1,193,135.0,0.10212523719165088
2,2,141.89999999999998,0.10567362428842507
3,303,132.5,0.10316888045540806
4,657,158.8,0.10261859582542701
5,139,147.8,0.10432637571157496
6,400,151.8,0.10111954459203036
7,72,163.39999999999998,0.10396584440227702
8,391,169.39999999999998,0.10301707779886143
9,9,127.2,0.1018975332068312
10,108,155.0,0.10314990512333973
11,448,158.0,0.10030360531309299
12,44,164.60000000000002,0.10153700189753326
13,13,154.89999999999998,0.10132827324478182
14,528,177.09999999999997,0.10129032258064517
15,244,154.39999999999998,0.10043643263757122
16,213,120.3,0.1018975332068311
17,41,171.39999999999998,0.10411764705882347
18,18,139.60000000000002,0.10453510436432648
19,19,139.3,0.10250474383301701
