individual,member,LWT,Seed,Dist to member,# of different params w.r.t other member
0,1,168.2,19,5.201450306665311e-05,4
0,2,166.7,19,5.201450306665311e-05,4
1,1,168.2,12,7.526916507546518e-05,7
1,2,168.2,12,7.526916507546518e-05,7
2,1,165.6,13,7.862471978695874e-05,9
2,2,166.7,13,7.862471978695874e-05,9
3,1,168.2,19,4.0696438836744664e-05,5
3,2,250.7,19,4.0696438836744664e-05,5
4,1,168.2,12,4.679648226468879e-05,5
4,2,250.5,12,4.679648226468879e-05,5
5,1,153.8,1,8.70930228600402e-05,6
5,2,166.7,1,8.70930228600402e-05,6
6,1,250.7,5,0.00012387766072598043,12
6,2,112.1,5,0.00012387766072598043,12
7,1,275.1,5,0.0003262934549854484,34
7,2,164.6,5,0.0003262934549854484,34
8,1,166.7,13,0.0001448861530982464,11
8,2,113.1,13,0.0001448861530982464,11
9,1,168.2,19,4.373618314791882e-05,6
9,2,232.9,19,4.373618314791882e-05,6
10,1,142.5,1,0.00011505742062456265,11
10,2,153.8,1,0.00011505742062456265,11
11,1,153.8,1,4.472908407034665e-05,4
11,2,271.7,1,4.472908407034665e-05,4
12,1,113.1,13,4.072509098999945e-05,7
12,2,166.7,13,4.072509098999945e-05,7
13,1,182.7,11,0.0007574568291189911,82
13,2,95.8,11,0.0007574568291189911,82
14,1,132.8,11,5.6966543300045465e-05,6
14,2,268.6,11,5.6966543300045465e-05,6
15,1,168.2,5,3.9324194478519394e-05,4
15,2,250.7,5,3.9324194478519394e-05,4
16,1,168.2,20,6.187435955776197e-05,4
16,2,268.6,20,6.187435955776197e-05,4
17,1,260.4,6,0.00035384300555905333,28
17,2,98.0,6,0.00035384300555905333,28
18,1,260.4,6,0.00022424900495120423,27
18,2,132.8,6,0.00022424900495120423,27
19,1,268.6,6,1.3939840064870912e-05,7
19,2,142.6,6,1.3939840064870912e-05,7
